City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Port-Gentil,GA,2022-05-12 20:53:45,-0.7193,8.7815,80.56,89,40,9.22
134,Ballarat,AU,2022-05-12 20:53:45,-37.5662,143.8496,53.22,97,100,1.74
135,Lompoc,US,2022-05-12 20:53:46,34.6391,-120.4579,80.56,52,0,25.99
136,Marawi,PH,2022-05-12 20:53:46,7.9986,124.2928,70.41,93,100,2.68
137,Pontes E Lacerda,BR,2022-05-12 20:53:47,-15.2261,-59.3353,80.62,69,25,3.31
138,Dudinka,RU,2022-05-12 20:53:47,69.4058,86.1778,34.63,93,100,8.68
139,Cherskiy,RU,2022-05-12 20:53:48,68.75,161.3,31.91,89,94,11.68
140,Komsomolskiy,UZ,2022-05-12 20:54:48,40.4272,71.7189,66.92,55,100,4.61
141,Itoman,JP,2022-05-12 20:54:49,26.1247,127.6694,79.57,96,75,11.5
142,Newport,GB,2022-05-12 20:52:11,51.5877,-2.9984,55.69,83,59,17.2
143,Las Vegas,US,2022-05-12 20:50:09,36.175,-115.1372,77.61,14,0,6.91
144,Irbeyskoye,RU,2022-05-12 20:54:49,55.6428,95.4522,43.52,60,53,2.98
145,Kavieng,PG,2022-05-12 20:54:50,-2.5744,150.7967,82.04,73,100,8.93
146,Okato,NZ,2022-05-12 20:54:51,-39.2,173.8833,49.91,80,64,2.19
147,Harjavalta,FI,2022-05-12 20:54:51,61.3167,22.1333,42.53,92,99,7.07
148,Thompson,CA,2022-05-12 20:54:52,55.7435,-97.8558,62.76,34,20,5.75
149,Kilis,TR,2022-05-12 20:54:53,36.7161,37.115,57.43,72,1,6.33
150,Cidreira,BR,2022-05-12 20:54:53,-30.1811,-50.2056,59.7,79,14,8.95
151,Maua,BR,2022-05-12 20:51:13,-23.6678,-46.4614,66.0,86,95,7.11
152,Comodoro Rivadavia,AR,2022-05-12 20:54:54,-45.8667,-67.5,51.66,76,40,2.3
153,Lingao,CN,2022-05-12 20:54:55,19.9103,109.6859,78.49,88,100,1.48
154,Pacific Grove,US,2022-05-12 20:51:42,36.6177,-121.9166,69.03,64,0,12.66
155,Karratha,AU,2022-05-12 20:54:56,-20.7377,116.8463,79.7,78,98,14.92
156,Sarangani,PH,2022-05-12 20:54:57,5.4033,125.4636,82.58,78,83,12.68
157,Hilo,US,2022-05-12 20:54:57,19.7297,-155.09,85.28,80,87,10.0
158,Castro,BR,2022-05-12 20:53:39,-24.7911,-50.0119,57.6,87,2,2.91
159,Ribeira Grande,PT,2022-05-12 20:54:58,38.5167,-28.7,61.2,67,75,12.66
160,Te Anau,NZ,2022-05-12 20:54:59,-45.4167,167.7167,47.52,88,100,2.51
161,Mar Del Plata,AR,2022-05-12 20:51:27,-38.0023,-57.5575,55.87,72,0,11.99
162,Stoilesti,RO,2022-05-12 20:55:00,44.9,24.3833,57.94,73,5,3.62
163,Puerto Ayacucho,VE,2022-05-12 20:55:00,5.6639,-67.6236,88.09,64,99,3.0
164,Mahebourg,MU,2022-05-12 20:55:01,-20.4081,57.7,73.69,88,40,3.44
165,Sa Kaeo,TH,2022-05-12 20:55:02,13.75,102.3333,77.79,89,100,4.41
166,Provideniya,RU,2022-05-12 20:55:02,64.3833,-173.3,39.36,81,75,4.47
167,Tarija,BO,2022-05-12 20:55:03,-21.5355,-64.7296,67.91,52,0,11.5
168,Srivardhan,IN,2022-05-12 20:55:04,18.0333,73.0167,83.03,78,100,9.01
